Symbol,Date,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,Property Plant & Equipment Net,Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities
JNJ,2011-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JNJ,2010-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPM,2019-12-31,21704000000,3.50699E+11,3.72403E+11,9.46646E+11,0,1.319049E+12,25813000000,0,2.41927E+11,0,1.36833E+12,2.687379E+12,2.10407E+11,40920000000,2.51327E+11,2.91498E+11,3.32418E+11,0,0,1.562431E+12,2.91498E+11,2.426049E+12,32445000000,2.23211E+11,2.6133E+11,5.92626E+11,3.10714E+11,0,1.883224E+12
JPM,2018-12-31,22324000000,2.30394E+11,2.52718E+11,0,0,2.52718E+11,14934000000,0,2.56469E+11,0,2.369814E+12,2.622532E+12,1.9671E+11,69276000000,2.65986E+11,2.82031E+11,3.51307E+11,0,0,1.470666E+12,2.82031E+11,2.366017E+12,54715000000,1.99202E+11,2.56515E+11,4.86863E+11,3.28983E+11,0,1.818E+12
JPM,2017-12-31,25827000000,2.02225E+11,2.28052E+11,0,0,2.28052E+11,14159000000,0,4.04294E+11,0,2.305548E+12,2.5336E+12,1.89383E+11,51802000000,2.41185E+11,2.8408E+11,3.35882E+11,0,0,1.443982E+12,2.8408E+11,2.277907E+12,74031000000,1.77676E+11,2.55693E+11,6.06519E+11,3.10055E+11,0,1.752642E+12
JPM,2016-12-31,23873000000,2.38891E+11,2.62764E+11,0,0,2.62764E+11,14131000000,48150000000,3.65762E+11,0,2.228208E+12,2.490972E+12,1.90543E+11,9105000000,1.99648E+11,2.95245E+11,3.0435E+11,0,0,1.375179E+12,2.95245E+11,2.236782E+12,88820000000,1.6244E+11,2.5419E+11,6.04653E+11,2.80477E+11,0,1.741889E+12
JPM,2015-12-31,20490000000,2.41754E+11,2.62244E+11,0,0,2.62244E+11,14362000000,48340000000,3.40015E+11,0,2.089454E+12,2.351698E+12,1.77638E+11,9911000000,1.87549E+11,2.88651E+11,2.98562E+11,0,0,1.279715E+12,2.88651E+11,2.104125E+12,96856000000,1.4642E+11,2.47573E+11,5.81769E+11,2.78072E+11,0,1.627925E+12
JPM,2014-12-31,27831000000,2.98752E+11,3.26583E+11,0,0,3.26583E+11,15133000000,48839000000,4.84477E+11,0,2.246543E+12,2.573126E+12,2.06954E+11,14739000000,2.21693E+11,2.76836E+11,2.91575E+11,0,0,1.363427E+12,2.76836E+11,2.341061E+12,95456000000,1.30315E+11,2.32065E+11,7.83229E+11,2.63744E+11,0,1.842532E+12
JPM,2013-12-31,39771000000,3.29977E+11,3.69748E+11,0,0,3.69748E+11,14891000000,49699000000,3.16051E+11,0,2.045941E+12,2.415689E+12,1.94491E+11,57848000000,2.52339E+11,2.67889E+11,3.25737E+11,0,0,1.287765E+12,2.67889E+11,2.204511E+12,90118000000,1.15756E+11,2.11178E+11,6.46028E+11,2.85966E+11,0,1.684283E+12
JPM,2012-12-31,53723000000,0,53723000000,0,0,53723000000,14519000000,50410000000,1.21814E+11,0,2.305418E+12,2.359141E+12,1.9524E+11,55367000000,2.50607E+11,2.49024E+11,3.04391E+11,0,0,1.193593E+12,2.49024E+11,2.155072E+12,91639000000,1.04223E+11,2.04069E+11,1.21814E+11,2.50668E+11,0,1.655441E+12
JPM,2011-12-31,59602000000,0,59602000000,0,0,59602000000,14041000000,51395000000,85279000000,0,2.20619E+12,2.265792E+12,2.02895E+11,51631000000,2.54526E+11,2.56775E+11,3.08406E+11,0,0,1.127806E+12,2.56775E+11,2.082219E+12,90209000000,88315000000,1.83573E+11,85279000000,2.48804E+11,0,1.570918E+12
JPM,2010-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPM,2009-12-31,89436000000,,,67427000000,0,,11118000000,68509000000,,0,,2031989000000,162696000000,,,,625265000000,0,0,938367000000,,1866624000000,-91000000,62481000000,165365000000,1688408000000,,,
KO,2019-12-31,6480000000,3228000000,7947000000,3971000000,3379000000,20411000000,10838000000,0,82000000,2412000000,65970000000,86381000000,11312000000,4253000000,26973000000,27516000000,31769000000,0,414000000,151000000,38310000000,67400000000,0,65855000000,18981000000,3310000000,25289000000,0,2117000000
KO,2018-12-31,8926000000,5013000000,10951000000,3396000000,2766000000,30634000000,8232000000,0,0,2667000000,52582000000,83216000000,8932000000,4997000000,29223000000,25364000000,30361000000,0,378000000,86000000,34935000000,66235000000,0,63234000000,16981000000,5013000000,21435000000,0,2077000000
KO,2017-12-31,6006000000,5317000000,15358000000,3667000000,2655000000,36545000000,8203000000,0,143000000,331000000,51351000000,87896000000,8748000000,3298000000,27194000000,31182000000,34480000000,0,410000000,80000000,41725000000,70824000000,0,60430000000,17072000000,5460000000,28474000000,0,1905000000
KO,2016-12-31,8555000000,4051000000,18150000000,3856000000,2675000000,34010000000,10635000000,0,140000000,326000000,53260000000,87270000000,9490000000,3527000000,26532000000,29684000000,33211000000,0,307000000,108000000,37518000000,64208000000,0,65502000000,23062000000,4191000000,24656000000,0,158000000
KO,2015-12-31,7309000000,4269000000,15631000000,3941000000,2902000000,33395000000,12571000000,0,190000000,360000000,56698000000,90093000000,9660000000,2677000000,26930000000,28407000000,31084000000,0,331000000,126000000,37399000000,64539000000,0,65018000000,25554000000,4459000000,23775000000,0,210000000
KO,2014-12-31,8958000000,3665000000,18010000000,4466000000,3100000000,32986000000,14633000000,0,166000000,319000000,59037000000,92023000000,9234000000,3552000000,32374000000,19063000000,22615000000,0,400000000,352000000,29088000000,61703000000,0,63408000000,30320000000,3831000000,13657000000,0,241000000
KO,2013-12-31,10414000000,3147000000,13561000000,4873000000,3277000000,31304000000,14967000000,0,0,328000000,58751000000,90055000000,9577000000,1024000000,27811000000,19154000000,20178000000,0,309000000,339000000,28804000000,56882000000,0,61660000000,33173000000,3147000000,9764000000,0,267000000
KO,2012-12-31,8442000000,3092000000,13459000000,4759000000,3264000000,30328000000,14476000000,0,0,403000000,55846000000,86174000000,8680000000,1577000000,27821000000,14736000000,16313000000,0,471000000,335000000,25185000000,53384000000,0,58045000000,32790000000,3092000000,7871000000,0,378000000
KO,2011-12-31,12803000000,144000000,13891000000,4920000000,3092000000,25497000000,14939000000,0,0,243000000,54477000000,79974000000,9009000000,2041000000,24283000000,13656000000,15697000000,0,362000000,349000000,23770000000,48339000000,0,53550000000,31635000000,144000000,2894000000,0,286000000
KO,2010-12-31,8517000000,138000000,11199000000,4430000000,2650000000,21579000000,14727000000,0,0,98000000,51342000000,72921000000,8859000000,1276000000,18508000000,14041000000,15317000000,150000000,273000000,333000000,23096000000,41918000000,0,49278000000,31003000000,138000000,6800000000,0,314000000
KO,2009-12-31,9151000000,62000000,9213000000,3758000000,2354000000,17551000000,9561000000,12828000000,6755000000,0,31120000000,48671000000,6657000000,6800000000,13721000000,5059000000,11859000000,0,1844000000,0,9604000000,23325000000,-757000000,41537000000,24799000000,6817000000,2646000000,2226000000,264000000
LLY,2018-12-31,7998200000,88200000,8086400000,5246500000,4111800000,20549600000,8919500000,7868500000,2020700000,2657700000,14439300000,43908400000,1412300000,1131200000,11888100000,11639700000,12770900000,299300000,404000000,0,21111200000,34079700000,3501000000,11395900000,9828700000,2108900000,4772700000,8919500000,1080400000
LLY,2017-12-31,6536200000,1497900000,8034100000,4546300000,4458300000,19202100000,8826500000,8399300000,5678800000,2538500000,16952400000,44981000000,1410700000,3706600000,14535900000,9940500000,13647100000,0,532900000,0,18777200000,33388800000,2728800000,13894100000,11592200000,7176700000,7110900000,8826500000,75700000
LLY,2016-12-31,4582100000,1456500000,6038600000,4029400000,3561900000,15101400000,8252600000,8330600000,5207500000,2960900000,15451900000,38805900000,1349300000,1937400000,10986600000,8367800000,10305200000,0,119100000,0,13738800000,24798200000,2546900000,16046300000,14007700000,6664000000,5723100000,8252600000,72800000
LLY,2015-12-31,3666400000,785400000,4451800000,3513000000,3445800000,12573600000,8053500000,9074700000,3646600000,2919800000,14941800000,35568900000,1338200000,6100000,8229600000,7972400000,7978500000,0,358900000,0,12749000000,20997600000,2448900000,16011800000,14571300000,4432000000,4312100000,8053500000,19000000
LLY,2014-12-31,3871600000,955400000,4827000000,3234600000,2740000000,12179800000,7963900000,4642300000,4568900000,1466500000,17034500000,37178200000,1128100000,2688700000,11207500000,5367700000,8056400000,0,93500000,0,10582600000,21805000000,2187700000,16482700000,15373200000,5524300000,4184800000,7963900000,14900000
LLY,2013-12-31,3830200000,1284100000,5114300000,3434400000,2928800000,13104700000,7975500000,0,7300000,792800000,14168500000,35248700000,1119300000,1012600000,8916600000,4200300000,5212900000,0,254400000,0,8691400000,17617300000,1943200000,16992400000,17631400000,1291400000,1382700000,7975500000,9300000
LLY,2012-12-31,4018800000,1665500000,5684300000,3336300000,2643800000,13038700000,7760200000,0,6313300000,1048000000,13600000000,34398900000,1188300000,11900000,8389500000,5519400000,5531300000,490000000,143500000,0,11235500000,19625000000,1766200000,16088200000,14773900000,7978800000,1512500000,7760200000,0
LLY,2011-12-31,5922500000,974600000,6897100000,3597700000,2299800000,14248200000,7760300000,0,4029800000,158500000,11651300000,33659800000,1125200000,1522300000,8930900000,5464700000,6987000000,0,261600000,0,11193300000,20124200000,1772300000,14897800000,13535600000,5004400000,1064500000,7760300000,0
LLY,2010-12-31,0,13700000,13700000,0,0,13700000,7940700000,0,278300000,2707600000,-13700000,0,0,-18200000,1601400000,6770500000,6752300000,0,1619600000,0,3863000000,-12412800000,1197146000,12732600000,12412800000,292000000,6752300000,0,-17877200000
LLY,2009-12-31,4462900000,34700000,4497600000,3831800000,2849900000,12486500000,8197400000,3699800000,1155800000,714300000,14974400000,27460900000,968100000,27400000,6568100000,6634700000,6662100000,0,1435100000,0,11367500000,17935600000,-2471900000,9830400000,9523700000,1190500000,2164500000,1307200000,5572600000
MA,2019-12-31,6988000000,688000000,7676000000,2514000000,0,16902000000,1828000000,5438000000,0,543000000,12334000000,29236000000,489000000,0,11904000000,8527000000,8527000000,0,0,1370000000,11341000000,23343000000,0,33984000000,5893000000,688000000,1539000000,0,98000000
MA,2018-12-31,6682000000,1696000000,8378000000,2276000000,0,16171000000,921000000,3895000000,0,570000000,8689000000,24860000000,537000000,500000000,11593000000,5834000000,6334000000,0,0,1080000000,7778000000,19465000000,0,27283000000,5395000000,1696000000,-348000000,0,94000000
MA,2017-12-31,5933000000,1849000000,7782000000,1969000000,0,13797000000,829000000,4155000000,0,250000000,7532000000,21329000000,933000000,792000000,8793000000,5424000000,6216000000,0,0,1085000000,6968000000,15861000000,0,22364000000,5468000000,1849000000,283000000,0,100000000
MA,2016-12-31,6721000000,1614000000,8335000000,1416000000,0,13228000000,733000000,2478000000,0,307000000,5447000000,18675000000,609000000,620000000,7206000000,5180000000,5800000000,0,0,991000000,5785000000,13019000000,0,19418000000,5656000000,1614000000,-921000000,0,28000000
MA,2015-12-31,5747000000,991000000,6738000000,1079000000,0,10985000000,675000000,2694000000,0,317000000,5284000000,16269000000,472000000,564000000,6269000000,3287000000,3851000000,0,0,895000000,3938000000,10241000000,0,16222000000,6028000000,991000000,-1896000000,0,34000000
MA,2014-12-31,5137000000,1168000000,6305000000,1109000000,0,10997000000,615000000,2236000000,0,96000000,4332000000,15329000000,419000000,501000000,6222000000,1494000000,1995000000,0,0,950000000,2283000000,8539000000,0,13169000000,6790000000,1168000000,-3142000000,0,34000000
MA,2013-12-31,3599000000,2696000000,6295000000,966000000,0,10950000000,526000000,1794000000,0,70000000,3292000000,14242000000,338000000,363000000,6032000000,0,363000000,0,0,911000000,715000000,6758000000,0,10121000000,7484000000,2696000000,-3236000000,0,11000000
MA,2012-12-31,2052000000,2951000000,5003000000,925000000,0,9357000000,472000000,1764000000,0,60000000,3105000000,12462000000,357000000,234000000,4906000000,0,234000000,0,0,777000000,627000000,5545000000,0,7354000000,6917000000,2951000000,-1818000000,0,12000000
MA,2011-12-31,3734000000,1215000000,4949000000,808000000,0,7741000000,449000000,1679000000,70000000,88000000,2952000000,10693000000,360000000,138000000,4217000000,0,138000000,0,0,636000000,599000000,4825000000,1125000000,4745000000,5868000000,1285000000,-3596000000,0,9000000
MA,2010-12-31,3067000000,831000000,3898000000,650000000,0,6454000000,439000000,1207000000,106000000,5000000,2383000000,8837000000,272000000,129000000,3143000000,0,129000000,0,0,493000000,474000000,3632000000,2194999999.9999,2915000000,5205000000,937000000,-2938000000,0,15000000
MA,2009-12-31,2501000000,824000000,3325000000,536000000,0,5003000000,449000000,724000000,518000000,508000000,2467000000,7470000000,290000000,0,3167000000,22000000,22000000,0,80000000,446000000,791000000,3958000000,194000000,1148000000,3504000000,1342000000,-3303000000,1142000000,2877000000
MCD,2019-12-31,898500000,0,898500000,2224200000,50200000,3557900000,24160000000,0,1270300000,1138900000,43952900000,47510800000,988200000,59100000,3621000000,34118100000,34177200000,0,331700000,0,37076400000,55721100000,0,52930500000,-8210300000,1270300000,33278700000,0,15023700000
MCD,2018-12-31,866000000,0,866000000,2441500000,51100000,4053200000,22842700000,0,0,1219400000,28758000000,32811200000,1207900000,253500000,2973500000,31075300000,31328800000,0,228300000,0,34014900000,39069600000,0,50487000000,-6258400000,0,30462800000,0,2081200000
MCD,2017-12-31,2463800000,0,2463800000,1976200000,58800000,5327200000,22448300000,0,0,867900000,28476500000,33803700000,924800000,0,2890600000,29536400000,29536400000,0,265800000,0,31810200000,37071700000,0,48325800000,-3268000000,0,27072600000,0,2370900000
MCD,2016-12-31,1223400000,0,1223400000,1474100000,58900000,4848600000,21257600000,0,725900000,804000000,26175300000,31023900000,756000000,77200000,3468300000,25878500000,25955700000,0,267200000,0,29759900000,33228200000,0,46222700000,-2204300000,725900000,24732300000,0,0
MCD,2015-12-31,7685500000,0,7685500000,1298700000,100100000,9643000000,23117600000,0,792700000,532800000,28295700000,37938700000,874700000,731600000,2950400000,24122100000,24853700000,0,154800000,0,27900400000,30850800000,0,44594500000,7087900000,792700000,17168200000,0,0
MCD,2014-12-31,2077900000,0,2077900000,1214400000,110000000,4185500000,24557500000,0,1004500000,591200000,30095900000,34281400000,860100000,862900000,2747900000,14989700000,15852600000,0,166800000,0,18680100000,21428000000,0,43294500000,12853400000,1004500000,13774700000,0,0
MCD,2013-12-31,2798700000,0,2798700000,1319800000,123700000,5050100000,25747300000,0,0,621400000,31576200000,36626300000,1086000000,609700000,3170000000,14129800000,14739500000,0,215500000,0,17446600000,20616600000,0,41751200000,16009700000,0,11940800000,0,0
MCD,2012-12-31,2336100000,155100000,2491200000,1375300000,121700000,4922100000,24677200000,0,1380500000,603600000,30464400000,35386500000,1141900000,581300000,3403100000,13632500000,14213800000,0,298700000,0,16689800000,20092900000,0,39278000000,15293600000,1535600000,11877700000,0,0
MCD,2011-12-31,2335700000,132400000,2468100000,1334700000,116800000,4403000000,22834500000,0,1427000000,77700000,28586900000,32989900000,961300000,366600000,3509200000,12133800000,12500400000,0,262200000,0,15090500000,18599700000,0,36707500000,14390200000,1559400000,10164700000,0,0
MCD,2010-12-31,2387000000,0,2387000000,1179100000,109900000,4368500000,22060600000,0,1335300000,195200000,27606700000,31975200000,943900000,8300000,2924700000,11497000000,11505300000,0,111300000,0,14416300000,17341000000,0,33811700000,14634200000,1335300000,9118300000,0,0
MCD,2009-12-31,1796000000,0,1796000000,1060400000,106200000,3416300000,21531500000,2425200000,1212700000,0,26808600000,30224900000,636000000,18100000,2988700000,10560300000,10578400000,0,1758700000,0,13202300000,16191000000,747400000,31270800000,14033900000,1212700000,8782400000,453700000,2334600000
MDT,2019-04-26,4393000000,5455000000,9848000000,6222000000,3753000000,21967000000,4675000000,60519000000,0,1519000000,67727000000,89694000000,1953000000,838000000,8472000000,24486000000,25324000000,315000000,567000000,0,26521000000,39603000000,26532000000,26270000000,50091000000,5455000000,20931000000,0,4610000000
MDT,2018-04-27,3669000000,7558000000,11227000000,5987000000,3579000000,22980000000,4604000000,61266000000,8317000000,1465000000,68413000000,91393000000,1628000000,2058000000,10084000000,23699000000,25757000000,0,979000000,0,26011000000,40673000000,28127000000,24379000000,50720000000,15875000000,22088000000,0,4578000000
MDT,2017-04-28,4967000000,8741000000,13708000000,5591000000,3338000000,24873000000,4361000000,61922000000,9597000000,1509000000,74943000000,99816000000,1731000000,7520000000,14220000000,25921000000,33441000000,0,633000000,0,30414000000,49522000000,29551000000,23356000000,50294000000,18338000000,28474000000,0,4888000000
MDT,2016-04-29,2876000000,9758000000,12634000000,5562000000,3473000000,23600000000,4841000000,68399000000,10571000000,1383000000,76182000000,99782000000,1709000000,993000000,7165000000,30247000000,31240000000,0,566000000,0,35892000000,47719000000,0,53931000000,52063000000,20329000000,28364000000,0,4662000000
MDT,2015-04-24,4843000000,14637000000,19480000000,5112000000,3463000000,30844000000,4699000000,68631000000,706000000,774000000,75841000000,1.06685E+11,1610000000,2434000000,9173000000,33752000000,36186000000,0,935000000,0,40271000000,53455000000,0,54414000000,53230000000,15343000000,31343000000,0,4011000000
MDT,2014-04-25,1403000000,12838000000,14241000000,3811000000,1725000000,21210000000,2392000000,12879000000,0,1036000000,16733000000,37943000000,742000000,1613000000,5559000000,10315000000,11928000000,0,1912000000,0,12941000000,18500000000,-597000000,19940000000,19443000000,12838000000,-2313000000,1433000000,3204000000
MDT,2013-04-26,919000000,10211000000,11130000000,3727000000,1712000000,17852000000,2490000000,13002000000,0,771000000,17048000000,34900000000,681000000,910000000,3950000000,9741000000,10651000000,0,1612000000,0,12279000000,16229000000,-492000000,19061000000,18671000000,10211000000,-479000000,1283000000,2359000000
MDT,2012-04-27,1172000000,8178000000,9350000000,3808000000,1800000000,16336000000,2473000000,12581000000,0,879000000,16482000000,32818000000,565000000,3274000000,5927000000,7359000000,10633000000,0,1449000000,0,9778000000,15705000000,-473000000,17482000000,17113000000,8178000000,1283000000,1378000000,2088000000
MDT,2011-04-29,1382000000,1046000000,2428000000,3761000000,1619000000,9150000000,2488000000,12245000000,6116000000,837000000,21525000000,30675000000,495000000,1723000000,4726000000,8112000000,9835000000,0,1014000000,0,9981000000,14707000000,-224000000,16085000000,15968000000,7162000000,7407000000,1342000000,2508000000
MDT,2010-04-30,1400000000,2375000000,3775000000,3335000000,1481000000,9839000000,2421000000,10950000000,4632000000,544000000,18251000000,28090000000,420000000,2575000000,5121000000,6944000000,9519000000,0,919000000,0,8340000000,13461000000,-307000000,14826000000,14629000000,7007000000,5744000000,1248000000,2126000000
MRK,2019-12-31,9676000000,774000000,10450000000,6778000000,5978000000,27483000000,15053000000,33621000000,1469000000,6771000000,56914000000,84397000000,3738000000,3610000000,22220000000,22736000000,26346000000,0,736000000,0,36176000000,58490000000,0,46602000000,25907000000,2243000000,16670000000,0,94000000
MRK,2018-12-31,7965000000,899000000,8864000000,7071000000,5440000000,25875000000,13291000000,29684000000,6233000000,7554000000,56762000000,82637000000,3318000000,5308000000,22206000000,19806000000,25114000000,0,1971000000,0,33549000000,55936000000,0,42579000000,26701000000,7132000000,17149000000,0,181000000
MRK,2017-12-31,6092000000,2406000000,8498000000,6873000000,5096000000,24766000000,12439000000,32467000000,12125000000,6075000000,63106000000,87872000000,3102000000,3057000000,18614000000,21353000000,24410000000,0,708000000,0,34689000000,53536000000,0,41350000000,34336000000,14531000000,18318000000,0,233000000
MRK,2016-12-31,6515000000,7826000000,14341000000,7018000000,4866000000,30614000000,12026000000,35467000000,11416000000,5854000000,64763000000,95377000000,2807000000,568000000,17204000000,24274000000,24842000000,0,2239000000,0,37865000000,55289000000,0,44133000000,40088000000,19242000000,18327000000,0,220000000
MRK,2015-12-31,8524000000,4903000000,13427000000,6484000000,4700000000,29764000000,12507000000,40325000000,13039000000,6144000000,72015000000,1.01779E+11,2533000000,2585000000,19203000000,23929000000,26514000000,0,1560000000,0,37809000000,57103000000,1688000000,45348000000,44676000000,17942000000,17990000000,0,91000000
MRK,2014-12-31,7441000000,8278000000,15719000000,6626000000,5571000000,33173000000,13136000000,33378000000,13515000000,5133000000,65162000000,98335000000,2625000000,2704000000,18766000000,18699000000,21403000000,0,1606000000,0,30778000000,49688000000,5161000000,46021000000,48647000000,21793000000,13962000000,0,144000000
MRK,2013-12-31,15621000000,1865000000,17486000000,7184000000,6226000000,35685000000,14973000000,36102000000,9770000000,9115000000,69960000000,1.05645E+11,2274000000,4521000000,17868000000,20539000000,25060000000,0,251000000,0,35451000000,55880000000,10917000000,39257000000,49765000000,11635000000,9439000000,0,2561000000
MRK,2012-12-31,13451000000,2690000000,16141000000,7672000000,6535000000,34857000000,16030000000,41217000000,7305000000,6723000000,71275000000,1.06132E+11,1753000000,4315000000,18348000000,16254000000,20569000000,0,1200000000,0,32321000000,53112000000,15929000000,39985000000,53020000000,9995000000,7118000000,0,2443000000
MRK,2011-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRK,2010-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRK,2009-12-31,9311000000,293000000,9604000000,6603000000,8048000000,28432000000,18279000000,59795000000,432000000,4177000000,83882000000,112314000000,2244000000,1379000000,15641000000,16095000000,17474000000,0,20260000000,0,35188000000,50829000000,-2767000000,41405000000,59058000000,725000000,7870000000,4177000000,12018000000
MSFT,2019-06-30,11356000000,1.29652E+11,1.41008E+11,29524000000,2063000000,1.75552E+11,36477000000,49776000000,1200000000,12479000000,1.11004E+11,2.86556E+11,9382000000,5516000000,69420000000,66662000000,72178000000,32676000000,5665000000,0,79006000000,1.84226E+11,70877000000,24150000000,1.0233E+11,1.30852E+11,60822000000,0,35800000000
MSFT,2018-06-30,11946000000,1.21822E+11,1.33768E+11,26481000000,2662000000,1.69662E+11,29460000000,43736000000,0,2882000000,89186000000,2.58848E+11,8617000000,3998000000,58488000000,72242000000,76240000000,28905000000,2121000000,0,81809000000,1.7613E+11,63546000000,13682000000,82718000000,1.21822E+11,64294000000,0,35833000000
MSFT,2017-06-30,7663000000,1.25318E+11,1.32981E+11,19792000000,2181000000,1.59851E+11,23734000000,45228000000,0,6023000000,81235000000,2.41086E+11,7390000000,1049000000,64527000000,76073000000,77122000000,34102000000,718000000,0,1.04165E+11,1.68692E+11,61607000000,2648000000,72394000000,1.25318E+11,69459000000,0,0
MSFT,2016-06-30,6510000000,1.0673E+11,1.1324E+11,18277000000,2251000000,1.3966E+11,18356000000,21605000000,0,3149000000,54034000000,1.93694E+11,6898000000,0,59357000000,40783000000,40783000000,27468000000,580000000,0,62340000000,1.21697E+11,60370000000,2282000000,71997000000,1.0673E+11,34273000000,0,0
MSFT,2015-06-30,5595000000,90931000000,96526000000,17908000000,2902000000,1.24712E+11,14731000000,21774000000,0,1915000000,51511000000,1.76223E+11,6591000000,2499000000,49858000000,27808000000,30307000000,23223000000,606000000,0,46282000000,96140000000,60438000000,9096000000,80083000000,90931000000,24712000000,0,0
MSFT,2014-06-30,8669000000,77040000000,85709000000,19544000000,2660000000,1.14246E+11,13011000000,27108000000,0,1941000000,58138000000,1.72384E+11,7432000000,0,45625000000,20645000000,20645000000,23150000000,782000000,0,36975000000,82600000000,60127000000,17710000000,89784000000,77040000000,11976000000,0,0
MSFT,2013-06-30,3804000000,73218000000,77022000000,17486000000,1938000000,1.01466E+11,9991000000,17738000000,0,1632000000,40965000000,1.42431E+11,4828000000,2999000000,37417000000,12601000000,15600000000,20639000000,592000000,0,26070000000,63487000000,58978000000,9895000000,78944000000,73218000000,11796000000,0,0
MSFT,2012-06-30,6938000000,56102000000,63040000000,15780000000,1137000000,85084000000,8269000000,16622000000,0,2035000000,36187000000,1.21271E+11,4175000000,1231000000,32688000000,10713000000,11944000000,18653000000,789000000,0,22220000000,54908000000,55138000000,1422000000,66363000000,56102000000,5006000000,0,0
MSFT,2011-06-30,9610000000,43162000000,52772000000,14987000000,1372000000,74918000000,8162000000,13325000000,10865000000,2467000000,33786000000,1.08704E+11,4197000000,0,28774000000,11921000000,11921000000,15722000000,580000000,0,22847000000,51621000000,44981000000,1863000000,57083000000,54027000000,2311000000,0,0
MSFT,2010-06-30,5505000000,31283000000,36788000000,13014000000,740000000,55676000000,7630000000,13552000000,7754000000,0,30437000000,86113000000,4025000000,1000000000,26147000000,4939000000,5939000000,13652000000,1074000000,0,13791000000,39938000000,53133000000,-16681000000,46175000000,39037000000,434000000,0,0
MSFT,2009-06-30,31447000000,0,31447000000,11192000000,717000000,28608000000,7535000000,14262000000,4933000000,2492000000,11296000000,77888000000,5008000000,2000000000,27034000000,3746000000,5746000000,14284000000,725000000,0,11296000000,38330000000,0,-22824000000,39558000000,4933000000,-25701000000,5924000000,20026000000
